transaction_id,project_id,buyer_address,seller_address,amount_credits,price_per_credit,total_value_usd,transaction_date,days_since_last_tx,buyer_tx_count,seller_tx_count,price_deviation_pct,is_fraud
TX-101642,VCS-1032,0x00000016f25b7f4060e93e0f183e482be2d0f788,0x000000142999591e5d662c1e235ed4e074e8fa93,4632,38.35,177633.33,2022-08-24,30,184,43,-9.85,0
TX-101643,VCS-1074,0x0000001aa1ccb693aa1a1640b111e7c923e4b52d,0x0000000fdc3b26e40a46d323066dd2b77b1137b3,959,36.1,34616.92,2022-10-23,4,51,1,-0.62,0
TX-101644,VCS-1012,0x0000000bcbd95bbb40a4f20983a25a85d3c8a4d6,0x0000000c9d26afcbd4d61dec90ec1239240c4622,689,5.52,3801.9,2020-05-29,5,126,56,-1.15,0
TX-101645,VCS-1169,0x0000001b085d2977017eba0c5bac28377270e707,0x00000019b8f1c52576cfd17734f4b10a9e79a387,3970,42.19,167476.91,2023-11-17,28,110,31,-3.02,0
TX-101646,VCS-1156,0x0000000f5666314f4edda68eb8f638c36f3b8e35,0x000000043c175d38f1627408d3f13053c508c7e7,3091,27.33,84473.67,2023-12-24,12,156,157,-0.51,0
TX-101647,VCS-1004,0x000000074e2d794f3fe50d25fcd5894104789ccf,0x0000000cc742b9a65c3d350e4f0e1e2729568c67,1605,20.2,32418.26,2021-06-28,10,36,173,7.09,0
TX-101648,VCS-1177,0x0000001506e81eb35fbcfca77ff47a102eab253e,0x0000000365bb638c8caa55631378b2e49faf30fd,3769,30.93,116578.04,2021-02-14,20,93,178,-6.07,0
TX-101649,VCS-1163,0x00000006a40dc16e480a84f868e7779e54292824,0x00000002f2992402f48b204e8626f788e8d6fcf7,944,30.72,29002.42,2022-10-06,11,130,9,-1.57,0
TX-101650,VCS-1119,0x0000000a245cfe5f63dc41524a890fb88e6a0b5e,0x00000019706acb7b0b35c124a962b5655192afa7,1721,17.9,30800.2,2021-06-19,22,53,92,1.44,0
TX-101651,VCS-1120,0x0000000f30ddd6a15ab95e2b76c4193591f453b6,0x00000013a64d431d6eb4160c57cadd9a3e12400c,2333,6.33,14759.13,2022-04-05,19,106,163,-6.26,0
TX-101652,VCS-1023,0x000000196effd2d07c63c6135e180eb3f141dd13,0x0000001058adef4b318f0553309f0bbf23826ff9,1286,15.9,20449.93,2021-03-01,1,94,38,6.64,0
TX-101653,VCS-1042,0x000000079bc9b2e708c4889317dedb3efd0e6b7b,0x00000004bfe4779b9359a45e6010a1874a43e10c,2738,8.77,24015.98,2023-04-27,9,177,189,-2.14,0
TX-101654,VCS-1170,0x0000000cf4c9c761537b43ffbfe7c669bf0c6693,0x0000001b7f8af7868f6e49f5f63d008116052cda,416,9.01,3750.19,2021-09-14,3,87,72,0.92,0
TX-101655,VCS-1186,0x0000001aa282e66b2e6014674072937d0e98ddb8,0x00000009d92afba9310f8d7837b84a356bba1c76,3292,9.7,31921.45,2021-02-19,21,98,154,7.55,0
TX-101656,VCS-1014,0x00000012fdbc14802022323a690d1c79b8ee0531,0x000000052c6c982f1ff5111df7c39f06d21d0696,115,35.7,4105.17,2020-04-29,3,142,114,-5.98,0
TX-101657,VCS-1011,0x0000000be3fcbc1f3c36ab7bb56457a93b0b4957,0x0000001890508e13b7452f6720ee6f4699a28e9a,2547,35.62,90712.22,2022-12-24,28,13,160,6.19,0
TX-101658,VCS-1106,0x00000010b5845219c7545240760e9d6d6cb8fa64,0x00000017dadc6c0711ea1bf78b04422b64d72967,1817,4.83,8780.68,2022-06-27,21,7,132,-4.75,0
TX-101659,VCS-1089,0x00000015b32400cc66c289be5b5612b0da6173ed,0x00000019d536a9bdfebbc8122706f3f54d97f351,3525,7.09,24975.1,2020-05-16,17,66,197,9.7,0
TX-101660,VCS-1009,0x0000000aae2fdb5350e1b1490c0717b0364b979f,0x000000125f132b952628ea6e3c128bfe022456cb,1814,3.06,5552.69,2020-06-29,3,52,155,-3.05,0
TX-101661,VCS-1031,0x000000109b22f00cad162e60ae5a42febf3b21fb,0x00000010effbae0f02b40a7a9afcd78d9b3d4cfa,785,26.47,20782.52,2023-04-12,18,188,92,9.57,0
TX-101662,VCS-1176,0x000000126f1904560b973538788f1bafdde4e5a0,0x00000018106261436f2332f83e0c292865ebbf76,3989,32.06,127868.77,2022-09-07,14,136,139,-7.92,0
TX-101663,VCS-1170,0x0000001a06c9d9358f8e356abaecc129aab15294,0x0000001cb6f4ca856a503afac4e72a53a79d10a8,3552,13.14,46660.74,2022-12-13,18,164,42,8.54,0
TX-101664,VCS-1111,0x00000013a13ee1895df32622e32a3d7471a05d6c,0x00000009a063c67a3c44dea4f148bacd02dd8c6b,1517,20.23,30688.53,2022-06-04,14,115,165,1.84,0
TX-101665,VCS-1140,0x000000038c45465780eede35e911015cb6d0f0ef,0x0000000a85c0752f1df1af08aa00c06376bb914e,2671,47.08,125755.12,2021-01-18,6,82,145,9.79,0
TX-101666,VCS-1038,0x00000013f6b34cf7d5239da4c0b8f0c07efa38a5,0x0000000e7eeb68fe72c559f28f838c4bd6aecadf,3914,8.42,32950.14,2022-08-10,16,190,137,-3.17,0
TX-101667,VCS-1197,0x0000001be2ce4d266d99f5eb7b64624d70d95dd6,0x000000157d7be85404df7783b3ca07b56335450d,422549,14.23,6011954.11,2020-09-12,1,49,147,236.22,1
TX-101668,VCS-1023,0x0000001704de256efa4357e6e7cff44b88cd565c,0x000000133f42525c83600f3736d2c4671d38fbc5,234800,223.55,52490092.52,2021-12-19,1,110,11,495.12,1
TX-101669,VCS-1047,0x00000017a48abb5c216c08f7a474f731430b3d76,0x0000001462cd11957becddc2e53f083a2e528b8b,52287,208.57,10905518.76,2023-05-20,2,126,90,586.93,1
TX-101670,VCS-1150,0x0000001a0a58640ea8e0cb38640227e03238a708,0x000000039285ebb4e0470f5485c6dac9e08f6d7b,146,45.81,6688.5,2020-10-16,25,17,165,2.53,0
TX-101671,VCS-1193,0x0000001799ad7db8f00c63cb6545e528f812f394,0x00000008ef27b249af77ee48b79efaf799c93a43,2264,34.56,78247.12,2023-03-16,6,42,59,-9.28,0
TX-101672,VCS-1004,0x00000002fb0786fa6c311cd78a7118fa626ac6c9,0x0000000993e27a5c08dfb886532a64f7c84f3c33,985,18.97,18689.74,2023-02-22,21,6,35,-5.78,0
TX-101673,VCS-1179,0x0000000a4d5e05c1fcc7a2b1f2654541ce0fe7af,0x00000017ac6b57b3542bd66b515d5b1a7835f883,3479,38.9,135346.79,2021-06-15,5,74,7,8.09,0
TX-101674,VCS-1195,0x00000018e2807b0ced5e1a46ad7ec49946ef5599,0x00000010d70c0812e756c07bf85f2112f6062220,763,18.0,13736.24,2023-08-07,26,174,199,7.68,0
TX-101675,VCS-1053,0x0000001a44dff3a5ca631c66976d30865f67ce49,0x000000109813cf19eac0e99da74077a410ca1429,4456,14.35,63923.37,2022-10-06,29,141,138,4.41,0
TX-101676,VCS-1191,0x0000001c2314ba2c0af93a3aa3eb39e2df61766a,0x0000000acb7d9def4710ad6def2804ad4bf2cc01,4221,22.35,94345.39,2023-09-26,7,170,91,8.55,0
TX-101677,VCS-1055,0x0000000cc4c36162ed85ffca59ed51896f26324b,0x0000000317ce698cc6ca702baf928c13848076ab,3421,43.79,149794.81,2022-10-09,27,170,118,2.6,0
TX-101678,VCS-1074,0x00000017d293231d4f302631881e06623e635507,0x000000148c7f75f4572289e924e350c96894520a,4170,22.55,94033.28,2023-06-01,29,56,169,-9.91,0
TX-101679,VCS-1086,0x000000034b75d8bc915f725ae88094eaddd44b03,0x0000000d3e8ce646539e50db18c150dcc35e62d8,3537,12.88,45560.18,2023-11-15,20,16,93,-5.12,0
TX-101680,VCS-1042,0x00000010fd6848b38b5c736e3203e280bb99da58,0x000000152287f2b14b6fe510f9e4dd92c216a949,2214,4.06,8981.88,2022-08-07,13,12,179,-6.5,0
TX-101681,VCS-1080,0x0000000edc5ed093531cc71b01f08494450732a8,0x000000039fd61ed081746b6a0063ffe4aabd847f,1172,13.14,15404.24,2023-04-23,28,62,144,4.77,0
TX-101682,VCS-1090,0x00000019a0bbaa22ab395ead0c99f32a09d7f5f8,0x0000000dee62aae2d609bfb960a43532a2d295db,4590,5.25,24115.26,2020-08-13,12,6,169,-7.25,0
TX-101683,VCS-1035,0x0000001b341c738922001809d62dba60e8aac4a5,0x0000000a9f8f6c223561dd150f2e962caf0c363b,2823,25.62,72311.29,2020-05-12,8,58,193,-3.77,0
TX-101684,VCS-1185,0x0000000a14ba969da5da6dee7924515fe7d88614,0x0000000af7ca27571cbf41abb9a8dcb9a825610c,1550,41.07,63665.48,2024-01-17,3,43,103,5.17,0
TX-101685,VCS-1172,0x00000018beaf2911b8287882475c3542615b9d20,0x00000012fd66b5043a64149c7bd074d0580cd898,1230,42.71,52538.34,2022-06-08,18,94,127,6.34,0
TX-101686,VCS-1087,0x0000001b92168d71cbb5279e73f0681ef45e0a21,0x00000016bca6ef0a93c132165974d8ba6e6f8060,2877,11.56,33254.62,2021-08-22,12,161,21,4.3,0
TX-101687,VCS-1080,0x00000011a09b8f21c19052260e9134dcc17c0907,0x00000010b41f6fac75c23e8a67656114b2d35cb1,2503,15.21,38081.82,2022-01-02,12,35,122,-8.43,0
TX-101688,VCS-1064,0x00000007c83cbe9f88ac1f5277d5f38d62a122f4,0x0000001d419616193438aa2a75a261a3d88a0619,1646,37.85,62300.47,2022-06-24,8,122,96,-1.69,0
TX-101689,VCS-1065,0x00000010b1267969b5c1d20f79617b11e20a5582,0x0000000676e684dccb31b8e7e2e6e25a075bfc90,1376,34.95,48087.26,2022-05-21,25,131,168,5.25,0
TX-101690,VCS-1059,0x0000000a5ec6f3355e528a4af9e4cb8015764b3e,0x00000005e3786c4edf498c77f8690cbf9e53d154,495,9.88,4892.62,2023-03-15,14,112,191,1.78,0
TX-101691,VCS-1151,0x00000007c276c6877431192483f669ad8a33cc8f,0x00000010a98d33fb3d76632e0cc0fb59ea14c6e5,2712,5.31,14402.66,2023-06-14,24,113,59,-3.29,0
TX-101692,VCS-1198,0x000000173b014674319a3a48768d2b07ef8df74d,0x000000164edb43b8ae72c1ee6e08f80926fa1827,1773,6.73,11928.44,2021-04-14,9,63,103,-6.54,0
TX-101693,VCS-1060,0x00000012123d7904caa267819e73efa61b68bdbb,0x0000000f615b4b69e843214a23c6923c5c9fb42d,4539,5.12,23229.21,2024-01-19,6,120,48,3.59,0
TX-101694,VCS-1191,0x00000009a55f326b63144b4fe4dbb2aa15c7dc6e,0x0000001cdaa57885c2ded6c0bec24b799d731175,2408,5.93,14286.71,2020-02-19,19,22,10,4.37,0
TX-101695,VCS-1030,0x000000034269f28fa4b555a803e1521aad9ec165,0x0000000685f5d6af3831baf0850c33786872b415,4804,40.22,193229.48,2022-09-17,16,173,120,3.29,0
TX-101696,VCS-1115,0x0000000672ae2147b2aa66433ad8f74036b06ba7,0x000000169fc15ca5ad6cef65ccccd99dd783ac0d,2793,20.47,57162.53,2020-05-11,26,22,191,5.65,0
TX-101697,VCS-1025,0x0000001555f76335c849b1e3ec2e870797fcfb3a,0x0000001142d0d29d52b26e0d72ba5af2e65f5c59,374299,100.03,37439484.55,2020-11-16,0,56,174,314.29,1
TX-101698,VCS-1144,0x000000036d1240e4fcc6e30e0e1a07bc838b54b4,0x0000001ac77b2ef627aa1a251cf5c4d9984889f0,230,32.92,7571.99,2020-10-07,12,21,96,-7.72,0
TX-101699,VCS-1001,0x0000001a50e6a9332eb12a7f2614ba282184c4e8,0x000000127fcb6338c7bcce57e4b4c140ce92164c,428,5.13,2195.43,2020-12-29,1,143,157,-4.52,0
TX-101700,VCS-1043,0x0000001156a7ff520a08364db0585e87982d91ca,0x000000172d2d8104955affc1c4ecf82fc2e02128,384470,92.01,35374036.55,2020-04-23,1,200,13,670.07,1
TX-101701,VCS-1175,0x0000000c49669576373224b1d4f5f976b0950247,0x0000001aa654003e1299bcc57102b330a01c6ce5,1695,29.64,50231.78,2022-04-15,9,38,62,4.38,0
TX-101702,VCS-1140,0x000000051c7b78d8fb8b6b0e813abcbbaa3f7521,0x0000000640974113495a1ffb3e75f87f0c686931,628,23.67,14866.11,2021-05-13,29,63,63,-8.07,0
TX-101703,VCS-1025,0x000000087c52f4613197d1a1e87670683c2a5ce4,0x000000041ccffa75c5b12df82b322b7e5c95e249,1318,5.57,7347.5,2020-01-06,5,198,141,0.91,0
TX-101704,VCS-1185,0x000000102937436cf27fdcde02833b78c79cb953,0x0000001579e8b217c61457d661b5a02bd752133c,3178,29.09,92436.59,2020-09-05,17,174,171,-8.46,0
TX-101705,VCS-1153,0x0000001572f2c0564907c94fd6a7b7cd033bbe59,0x000000106cc1841a2f280df6adcc2aa4b4d8a6c3,2021,31.46,63571.75,2022-02-18,24,124,48,4.03,0
TX-101706,VCS-1025,0x0000000a5f581014a67bf29fd45309a702430277,0x0000001ccf628afae6c05d0beeeab1c844dccebd,184731,14.48,2675768.5,2024-01-08,2,8,168,264.7,1
TX-101707,VCS-1001,0x00000006b41781e79dfb4e13be73cc6787723389,0x00000005b134b8f51ecded75275a3e47e1d4be55,1487,36.82,54757.01,2022-07-28,7,160,68,-3.59,0
TX-101708,VCS-1120,0x0000000d48690e4cee7e6fd6fd4e4130244ae9f0,0x0000000889ed3433a6acb1423201f98763b54f04,2986,15.01,44810.84,2023-05-25,14,117,110,-4.81,0
TX-101709,VCS-1128,0x0000000f4b0957341eef94729cf7e7706cf7dc55,0x0000001b572871cc4743868a81d2186c1b46f9d7,962,12.79,12300.64,2023-10-15,23,98,199,-1.08,0
TX-101710,VCS-1117,0x0000001d39a8c3c4489be263d9b83b76865634e3,0x00000007ab0d7bdeb3ba58466b4f4520fe250f62,2987,11.03,32948.55,2021-02-28,16,56,176,-9.49,0
TX-101711,VCS-1076,0x0000000851eb76616c03f2aac37cc108c996e7fc,0x00000009aa8fd387bdb105f2cc01d53d7e8673bf,3129,36.15,113105.75,2021-09-10,3,1,76,9.11,0
TX-101712,VCS-1175,0x000000069c13def02992f0348bf830a34c5632d4,0x0000000a733965e8d4eafa468ee6c6d15fe5581d,3418,8.11,27705.25,2020-07-17,25,29,154,6.11,0
TX-101713,VCS-1006,0x0000000f407e756eecab2e949f75d922d77ae419,0x000000155384240e1a0031d3597f378d89e4d2f0,3415,24.94,85171.73,2022-09-08,9,131,124,-1.57,0
TX-101714,VCS-1071,0x000000169f2446e905c9c8c797b001298a91919e,0x0000001a571dedd9c3973911036a056beba81faf,1905,12.21,23269.1,2020-02-27,1,59,177,1.02,0
TX-101715,VCS-1199,0x00000016e303beb586262ef7145fcedbf477649b,0x000000121b3d3abf2e16f7dc08b1a5af1d15dc0e,1493,35.69,53285.5,2020-10-23,24,15,99,1.53,0
TX-101716,VCS-1190,0x00000006848af4d1ae6c7bcd0ee83efcefc7ba96,0x000000071bec52affce3d60eea758c5f14fb11b7,2174,11.29,24546.17,2022-02-11,2,132,41,-8.71,0
TX-101717,VCS-1114,0x00000013630e33ee369d0fd4b511ff197aff5380,0x0000001ac676974e5384f5741a0b86af9ce1e6a5,726,7.71,5594.83,2020-08-21,18,134,168,-6.15,0
TX-101718,VCS-1159,0x000000066dd76d3da48458a881e90633de458daf,0x00000010cadaef60151d069fa6dc533a1c41c9cf,4774,29.36,140173.35,2022-07-08,20,86,107,7.89,0
TX-101719,VCS-1002,0x00000017266615b80759344d73199c3a6ec35dff,0x0000000acce0e20ff14c5821af9f361ab4e18029,4388,34.35,150709.52,2020-07-27,22,25,105,1.06,0
TX-101720,VCS-1114,0x0000001bce3346c047f1edf68cf74d16d166e1b4,0x0000000c89113e69f469ece479dadc356a1747f5,3012,7.09,21346.03,2021-12-22,27,156,106,1.93,0
TX-101721,VCS-1134,0x000000178759c15a3f28cb7a0ff83c53da5aa48c,0x0000000efe0693931f167338427baa9794acd159,736,41.44,30500.47,2021-03-08,19,136,43,0.14,0
TX-101722,VCS-1109,0x0000001c20942d5de25e1214ddcbd837fdb94388,0x0000000f0dbc580bb53adcea1178a92eaeeaa345,116,7.33,849.72,2020-06-06,16,57,177,-5.86,0
TX-101723,VCS-1157,0x0000001534dcf89ddd98bc58e6472b33dc695efe,0x0000000bfbf0eb0c6252a5e6207ffe3a0960a59c,1993,44.2,88088.46,2022-08-20,3,177,155,6.05,0
TX-101724,VCS-1095,0x0000000a7137d271de7d26c7262facdf84114531,0x000000169e6ae147c546a0043d7eb7c7d2011306,4936,13.65,67364.2,2021-08-28,12,151,141,3.45,0
TX-101725,VCS-1154,0x0000000dd9799d30ae83287a86da3709a1d27505,0x0000000647dffe926d9c3923556e49fbc6f64c51,2291,8.16,18703.82,2021-03-22,24,113,70,-0.36,0
TX-101726,VCS-1161,0x00000008ee212ac63d49931c3108ccd01b36101d,0x00000004bff51e8df1273c918f7d8fa2b4e838bd,219172,188.96,41415411.01,2020-05-16,2,32,179,569.88,1
TX-101727,VCS-1053,0x0000000d30bfb15a174ee570252bdab8b92c0430,0x00000009540e97dfd9a2c9117769aa203bd75053,2942,13.05,38389.6,2020-07-19,9,199,14,1.96,0
TX-101728,VCS-1133,0x0000001086a004352fd231de6b3543b49f2bd1de,0x00000007674f09dc1316e71df3b20156c9cb6705,3862,3.55,13699.79,2022-03-30,20,162,72,5.44,0
TX-101729,VCS-1179,0x0000001b93253e3805076475d56307201b8c674a,0x0000000f5b763d0ea10f17b94c61eea2c2abd8e0,4969,4.77,23705.57,2020-12-26,28,131,17,9.71,0
TX-101730,VCS-1115,0x0000000613277d5e3a857eb4d9d1e6c8075e5026,0x0000000ca5358be9c3369836078d779d7a9410b6,296661,91.12,27032970.34,2022-05-28,0,3,181,681.5,1
TX-101731,VCS-1024,0x0000001cd17bc6970fb7dfb0fd47506fb0376816,0x0000001cbfdedb69c4066c4a18301cafd6e88c2c,1408,16.31,22968.7,2021-07-07,24,16,106,3.01,0
TX-101732,VCS-1003,0x0000001709e299f514997cab43a29ead1819db76,0x00000008350a7e2fd38d84ffaec1c0b2ca7898e6,3564,13.94,49676.98,2021-09-23,11,76,195,4.67,0
TX-101733,VCS-1071,0x0000000eb1530e5c5f7b27492e5fd6b73ea16e1d,0x000000113f132abe2319c35212023dc001dfe951,262,37.83,9911.96,2023-11-20,6,106,90,-4.58,0
TX-101734,VCS-1016,0x0000000bedad8a60f3e54839b58139c5fad911e5,0x0000000c83c2fca856c1dad7fc3e7f6f021081cd,4226,39.16,165474.51,2023-09-08,14,27,80,-7.64,0
TX-101735,VCS-1119,0x00000017c5017c11d8e463dab14b8c9009f76898,0x000000048ff489262b6ca5f90e98ae9d17e50b8d,542,11.17,6052.95,2021-01-29,29,131,46,0.78,0
TX-101736,VCS-1051,0x0000000b8e2420f1db101054c1874f1c517c8165,0x00000008e54282792b9cdb79686a58202ce8e005,588,6.69,3935.98,2023-08-09,1,62,123,8.04,0
TX-101737,VCS-1198,0x0000000a2c2691b9e216f850f146db622afa3f05,0x0000000b81e614dfa124408ec1a108468989d605,3478,19.34,67276.97,2020-12-20,20,24,17,1.66,0
TX-101738,VCS-1159,0x0000000cbb94049751d34e7c9a67140ecb054b74,0x0000001051396e6889d3e4daaaac997c2617836b,4997,27.07,135243.96,2020-02-03,22,173,46,5.09,0
TX-101739,VCS-1172,0x0000000e694feafabeb02ecaa1474eb63cf61621,0x00000013ad22e1db7e45f7924fcc48fa1a3f3ff2,1661,10.69,17760.61,2021-09-06,26,98,112,-1.8,0
TX-101740,VCS-1073,0x00000014aa8bb530c907fecfa82bd5432cfc8075,0x000000034842469dddaf71cded58125d22306240,3570,12.42,44333.79,2022-01-11,25,116,69,-9.25,0
TX-101741,VCS-1162,0x00000016bee5f7bf0f2b0d394eff8bcae7468a52,0x00000017c8427203040b04544b36b15efc49f545,2855,33.9,96795.49,2023-02-19,6,3,64,-9.57,0
TX-101742,VCS-1053,0x0000000afbc91c4edd447b72c70a15f378672905,0x000000137cf99cf756b8c1757f4b2d1e753961bc,3466,37.65,130511.97,2021-10-31,10,52,2,2.1,0
TX-101743,VCS-1130,0x0000000bdf906a2dbf9ac63fd3f5cc1bf3150cf7,0x00000016ab204ea646984209a84e1e1afc678db7,193638,165.59,32064437.25,2023-02-01,0,166,103,494.35,1
TX-101744,VCS-1156,0x0000000ff483db98fe40a757a17fa85f9452f39a,0x0000000485e1e1d8f82bda9c3a4e2827ddd55c3c,3696,24.36,90030.25,2023-01-08,19,22,67,-1.33,0
TX-101745,VCS-1066,0x0000000f46846e18a3899229d2177d6ef2011d1d,0x000000105b898643e50a1b6933b0545e7afdc081,1770,37.69,66718.78,2022-12-08,26,187,84,-8.38,0
TX-101746,VCS-1175,0x0000000c99d60a6d070fb92ac1cab7fa188e56da,0x00000018a974ecb76c4a34e6ef8479a342c12184,314861,98.43,30991509.74,2020-02-10,1,47,53,471.41,1
TX-101747,VCS-1083,0x00000003d91aeab84bb03877b264720c473aa92a,0x000000105902a5795156ab72b53001a0a54d72ab,3573,12.81,45752.97,2022-11-25,19,182,148,9.31,0
TX-101748,VCS-1191,0x0000001c1ddef9226ffb68a3a30e13a9e6b519bf,0x0000000c1027d072fb5d3dad2c96e2d354c5237b,383,12.24,4686.18,2023-12-29,5,9,34,-3.14,0
TX-101749,VCS-1180,0x00000008aeed03c6f6ca1c3bdcf6e64bffbdefdc,0x0000000cc508435b6925d0c1bfc0919bc16d074a,1981,45.79,90702.94,2021-10-24,18,132,19,3.65,0
TX-101750,VCS-1194,0x0000000d22750790ebeacc9c0b3758170d40d7ac,0x00000019f52a9879c1c5bea4b932f88b831c3139,2365,33.19,78501.85,2021-05-15,19,22,6,-5.01,0
TX-101751,VCS-1153,0x00000016bec8993180c65f0f74ea3d3f555dddac,0x0000000cb2a4d95789a8316d94becb34a6058c3e,4509,35.93,162006.92,2022-02-11,19,165,129,-7.17,0
TX-101752,VCS-1134,0x000000075a8b69b4dd1ddaacc28adb98375b2b77,0x00000010afa3d7d6bb0184a3516816da0d360498,4021,9.87,39683.25,2021-12-18,15,56,65,7.36,0
TX-101753,VCS-1199,0x00000019ad6faf03488cb9e4c00a7c6f99061aac,0x0000000579d80baea421c8719af2ec0b3e9e7190,2124,15.19,32273.45,2022-11-07,13,173,39,2.58,0
TX-101754,VCS-1190,0x0000000ad24fde8efc1420166ba3156ee6f507a9,0x0000000c629edbb26c0e98297f25e40fd6942cdf,737,19.24,14180.0,2024-01-02,16,72,92,3.59,0
TX-101755,VCS-1099,0x00000014621b7f2cedb8dfb650daf4a53eb88403,0x0000001672bbabaa93cbd5f711bb0d89502b5dc0,3397,37.59,127687.06,2020-10-05,29,142,155,-6.54,0
TX-101756,VCS-1175,0x0000000ce133074cc68ec35a05cfe1d8496f48e1,0x0000000745e484c03fc1ced9e004f1cfd6dd12af,3076,25.18,77450.65,2021-07-12,20,151,91,5.67,0
TX-101757,VCS-1192,0x0000001153f9b9f8032bcce19cd7b0d9c8b4c241,0x00000003385a563802f23babee226b4a6b7e0381,2088,21.56,45021.53,2020-02-26,29,68,39,-0.81,0
TX-101758,VCS-1152,0x000000053c9dd73ebc649b58b92eed9671f57def,0x0000001b68f08b924a62cb9db09226d81376ca78,235960,201.17,47467358.79,2021-09-23,0,54,167,410.63,1
TX-101759,VCS-1011,0x00000004ad5dae6bd05f2a3939476863922b713c,0x0000000e56505f19e8a66e82c81c42dbcbdae3ef,274,5.59,1532.12,2024-01-09,21,186,130,1.77,0
TX-101760,VCS-1085,0x0000000a4ddf958af5778ac907a53d88a79a08d9,0x00000009da3f02f1b76b61e153939ced578a7568,2823,35.81,101088.73,2022-12-11,8,174,34,4.45,0
TX-101761,VCS-1066,0x00000015f032d4ee644392be66cb88f67766fa13,0x00000019ffa891229b3857bb7389cce6bca30593,120,19.08,2289.86,2020-03-16,28,63,79,-9.36,0
TX-101762,VCS-1153,0x0000001570cb2ae62250a41623557eb1b07ecdca,0x0000000dc5b466a0ef6f3ce11bb581a097711705,3462,33.69,116624.47,2020-06-10,3,21,23,-2.77,0
TX-101763,VCS-1070,0x0000001a402d895b9cd93af3cc8ceb9866dbe857,0x00000017b3ee05922dd49695e22452c917cf76e2,1771,30.53,54065.5,2022-07-06,24,105,131,-3.63,0
TX-101764,VCS-1171,0x0000000fc5cb0fc8517315a03b2bf47ca6a148c3,0x00000016a59b9c26aef6962d421169728c2ce5e6,4790,3.13,15016.44,2022-03-29,14,5,190,4.41,0
TX-101765,VCS-1004,0x0000000b01ac4bf227aeef9703b9265c86d95abd,0x000000192be149183cd18d8f8965e98db7e469eb,4928,8.43,41534.35,2022-02-06,19,60,1,-1.92,0
TX-101766,VCS-1004,0x000000186b7f85875fd65ee9a6a00a5e50c79b16,0x000000085c6ee18e123b6552feeb8de23df1b08f,3473,25.42,88266.89,2021-08-08,30,40,18,-6.28,0
TX-101767,VCS-1096,0x000000113f0b2bb6054f5f3aae53db0008405335,0x000000157d915a8cbfd8de9f9dc4441fde1c01f3,732,16.88,12353.25,2022-03-06,18,24,65,-5.67,0
TX-101768,VCS-1077,0x0000000d20704b6d89f22e65803733d1d3de7fba,0x000000030ab6843ed17687b5a295a1279b0fa7c1,2149,33.01,70944.96,2021-09-04,15,192,173,-3.21,0
TX-101769,VCS-1091,0x0000001adac155bd12ce3ce87468f92afdfb1095,0x00000010cc52bb594a7d148b1283a77cae94d6be,3949,35.21,139048.46,2021-04-07,21,106,80,5.66,0
TX-101770,VCS-1052,0x0000001871b84c2e9ccfaac8bd363e24eb2e2b86,0x000000134b48a7afad737768619d0e26301a1db9,792,39.15,31003.29,2020-07-03,7,96,51,-0.42,0
TX-101771,VCS-1089,0x00000013dfd8bc52287f1df652d14f3f35c50282,0x00000008939100f9e69f564be91d5e92c69c270f,2617,41.98,109861.66,2020-06-09,18,178,31,-1.63,0
TX-101772,VCS-1133,0x0000001c9dbc2bd96c213325141a02294db7fad7,0x0000000d5058149383f0ed5fed38519bff7a3f96,484,27.41,13267.85,2023-03-28,26,93,133,-3.13,0
TX-101773,VCS-1045,0x000000143ff1e687c1abd3f2f5d212a018db9a78,0x0000001407caa2e01bae505553c59aa6c31fd749,3784,40.45,153061.98,2023-06-25,12,184,196,-7.79,0
TX-101774,VCS-1098,0x00000016a46ea4f6a9cf9cb2a1babec630677475,0x00000004c92570f04ca017f759c874893dfe5ff4,329377,21.22,6988494.96,2021-06-12,0,151,189,298.04,1
TX-101775,VCS-1075,0x0000001a3c057e1b9f9388515cdf8fd01736aadc,0x00000005302d8321bb9acb5675f470c666cdc6e5,1277,10.31,13169.96,2021-01-30,16,86,165,0.3,0
TX-101776,VCS-1009,0x0000000c3efcfba1583b64426e787e8b309757d9,0x0000000578b824a0fa25d834d28a22fc02a09432,524,10.22,5356.08,2021-04-02,11,172,183,-8.92,0
TX-101777,VCS-1140,0x0000000d4068b9624de2dad90949e5a14d9698aa,0x00000019c73494f34711876fc787e3f574e4f34c,3346,5.49,18376.66,2023-06-11,12,111,61,10.0,0
TX-101778,VCS-1189,0x00000006879d91e2224256f08e705e56f947e835,0x0000000747acb592cd974717f878a9a0e7a38ff8,2496,17.37,43361.97,2023-02-17,4,15,107,9.76,0
TX-101779,VCS-1026,0x000000058df9f61439e8f02dc0d01acaa405ff2d,0x00000013aa5aac173d0eec1f38f34d20d7177de4,853,6.6,5627.84,2022-05-08,1,163,34,2.36,0
TX-101780,VCS-1036,0x00000007dd2169ee0a26491e3265de2e6adaf044,0x0000001c925176c89eb243090f457e3426e5dd77,1021,14.31,14613.35,2023-01-01,13,128,92,6.0,0
TX-101781,VCS-1145,0x0000000315b1f1f87da49149c10c9aafc772e2ba,0x0000001235b099542ae8e32f90f202b28771aa3b,3131,20.49,64143.97,2023-06-20,27,147,182,3.01,0
